type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,hour_of_day
PAYMENT,3789.57,0.0,0.0,0.0,0.0,15
PAYMENT,5868.2,0.0,0.0,0.0,0.0,17
PAYMENT,4066.0,258243.73,254177.73,0.0,0.0,13
PAYMENT,8114.5,11376.0,3261.5,0.0,0.0,10
CASH_OUT,248302.94,110313.0,0.0,488922.94,737225.9,9
CASH_IN,119408.81,11867.0,131275.81,5586.48,0.0,18
CASH_IN,92528.41,19826.0,112354.41,132256.6,39728.19,21
PAYMENT,7252.66,0.0,0.0,0.0,0.0,13
CASH_OUT,312454.47,0.0,0.0,2078804.8,2449323.8,15
CASH_IN,214955.7,104848.0,319803.7,0.0,0.0,14
CASH_IN,24803.6,109.0,24912.6,18298.11,0.0,19
TRANSFER,20319.51,0.0,0.0,84171.05,104490.55,23
CASH_OUT,192988.66,0.0,0.0,317843.94,617904.2,17
CASH_OUT,145451.97,141424.0,0.0,1621217.1,1766669.1,18
CASH_OUT,74382.21,0.0,0.0,900143.0,974525.2,16
CASH_IN,99280.59,4547378.5,4646659.0,2346388.0,2247107.5,2
CASH_OUT,215154.56,0.0,0.0,837770.8,1052925.4,16
PAYMENT,7677.95,20194.0,12516.05,0.0,0.0,23
CASH_OUT,118416.25,31225.0,0.0,0.0,118416.25,19
CASH_IN,274157.06,13956.0,288113.06,996528.44,722371.4,10
PAYMENT,8785.51,0.0,0.0,0.0,0.0,13
PAYMENT,1371.94,10889.0,9517.06,0.0,0.0,21
PAYMENT,4781.93,0.0,0.0,0.0,0.0,12
CASH_OUT,276997.25,39.0,0.0,0.0,276997.25,12
TRANSFER,42615.64,0.0,0.0,571462.7,614078.3,20
CASH_OUT,163688.19,27249.0,0.0,2528171.0,2691859.2,19
PAYMENT,12961.84,918911.7,905949.9,0.0,0.0,17
CASH_OUT,180458.12,205034.0,24575.87,91217.82,271675.94,20
CASH_IN,55390.74,7162.29,62553.03,100380.15,44989.41,17
CASH_OUT,228018.1,0.0,0.0,2278211.5,2506229.8,15
CASH_OUT,192706.95,0.0,0.0,2449626.2,2642333.2,12
CASH_IN,9382.99,6305672.5,6315055.5,2028203.8,2018820.8,11
PAYMENT,10845.2,0.0,0.0,0.0,0.0,11
CASH_IN,430376.7,3294013.2,3724390.0,513181.8,82805.11,11
PAYMENT,14404.2,0.0,0.0,0.0,0.0,18
PAYMENT,50788.68,0.0,0.0,0.0,0.0,22
PAYMENT,16760.85,2234546.2,2217785.2,0.0,0.0,12
PAYMENT,22492.05,313205.0,290712.94,0.0,0.0,11
PAYMENT,28997.08,222541.0,193543.92,0.0,0.0,17
PAYMENT,39958.62,203335.0,163376.38,0.0,0.0,18
PAYMENT,9219.3,206816.08,197596.8,0.0,0.0,19
CASH_IN,12216.88,121.0,12337.88,304934.62,292717.78,14
PAYMENT,5260.98,86317.71,81056.73,0.0,0.0,15
CASH_OUT,110744.98,255634.0,144889.02,0.0,110744.98,18
CASH_OUT,246139.72,119756.0,0.0,7637.53,253777.25,19
PAYMENT,643.29,150165.0,149521.7,0.0,0.0,20
PAYMENT,11074.43,10718.0,0.0,0.0,0.0,18
CASH_OUT,143791.98,0.0,0.0,3521860.5,3665652.5,18
CASH_IN,244672.39,760464.0,1005136.4,3622420.8,3377748.5,13
CASH_OUT,271304.44,20456.0,0.0,50245.74,321550.2,17
CASH_OUT,84407.35,0.0,0.0,3800105.2,3884512.5,11
PAYMENT,19536.59,0.0,0.0,0.0,0.0,23
CASH_OUT,20470.63,0.0,0.0,256493.98,276964.62,9
CASH_OUT,365025.7,99682.0,0.0,463827.56,828853.25,13
CASH_IN,72978.67,5836389.0,5909367.5,176187.12,103208.46,21
PAYMENT,270.14,353543.62,353273.5,0.0,0.0,18
CASH_OUT,318760.6,698317.0,379556.4,72384.32,391144.9,16
CASH_OUT,225728.83,0.0,0.0,1649575.8,1875304.5,0
PAYMENT,26797.68,11394.0,0.0,0.0,0.0,12
PAYMENT,25018.47,156629.0,131610.53,0.0,0.0,20
CASH_IN,203818.33,42009.0,245827.33,93105.52,0.0,20
TRANSFER,1072530.1,0.0,0.0,6113385.5,7268628.0,10
DEBIT,2076.9,346.49,0.0,373604.56,375681.47,18
PAYMENT,705.07,0.0,0.0,0.0,0.0,13
PAYMENT,2235.52,10106.0,7870.48,0.0,0.0,20
PAYMENT,2256.9,0.0,0.0,0.0,0.0,18
CASH_IN,302408.84,14864.0,317272.84,0.0,0.0,0
CASH_OUT,235214.81,0.0,0.0,560821.6,796036.44,14
PAYMENT,15863.51,0.0,0.0,0.0,0.0,22
PAYMENT,2624.83,60173.0,57548.17,0.0,0.0,18
PAYMENT,11711.96,643703.0,631991.06,0.0,0.0,13
PAYMENT,11425.76,0.0,0.0,0.0,0.0,13
PAYMENT,1937.65,19095.0,17157.35,0.0,0.0,15
CASH_OUT,308465.97,0.0,0.0,2295079.8,2603545.8,16
CASH_OUT,11832.59,633.0,0.0,150802.02,75857.45,13
CASH_IN,331927.25,20771.0,352698.25,21526.0,0.0,11
PAYMENT,2388.0,0.0,0.0,0.0,0.0,12
CASH_OUT,349964.8,203035.0,0.0,0.0,349964.8,14
PAYMENT,60.2,0.0,0.0,0.0,0.0,18
CASH_OUT,23731.19,0.0,0.0,70870.03,94601.22,19
CASH_IN,256635.25,25534.0,282169.25,0.0,0.0,18
CASH_IN,103159.66,1066726.8,1169886.5,129351.38,26191.73,12
PAYMENT,10304.75,389576.0,379271.25,0.0,0.0,16
CASH_IN,180012.44,5005.0,185017.44,364140.97,184128.53,15
PAYMENT,19280.6,0.0,0.0,0.0,0.0,14
CASH_OUT,101279.07,0.0,0.0,898506.3,999785.44,19
CASH_IN,9768.47,11518.0,21286.47,716353.75,494397.03,20
PAYMENT,5735.19,22539.0,16803.81,0.0,0.0,19
PAYMENT,5849.79,1736.37,0.0,0.0,0.0,23
CASH_OUT,18638.77,0.0,0.0,166483.17,185121.95,22
PAYMENT,15017.55,98425.8,83408.25,0.0,0.0,12
CASH_IN,172323.31,140750.6,313073.9,715323.94,543000.6,13
CASH_OUT,732828.56,22473.0,0.0,4092225.5,4825054.0,10
PAYMENT,16677.31,3502.27,0.0,0.0,0.0,14
CASH_IN,52766.78,298257.0,351023.78,274652.94,221886.17,13
PAYMENT,45041.0,131196.0,86155.0,0.0,0.0,22
TRANSFER,175149.44,0.0,0.0,492149.34,667298.75,17
CASH_OUT,245169.16,92917.0,0.0,847105.44,1092274.5,12
CASH_OUT,208351.48,11118.0,0.0,435110.3,643461.8,20
PAYMENT,15180.35,0.0,0.0,0.0,0.0,13
CASH_OUT,280281.88,0.0,0.0,1197964.4,1478246.2,21
PAYMENT,24319.06,0.0,0.0,0.0,0.0,11
CASH_OUT,43851.28,0.0,0.0,619081.56,662932.9,18
CASH_OUT,224226.4,0.0,0.0,1835177.6,2059404.0,9
CASH_OUT,65165.66,843.0,0.0,594409.25,659574.94,17
CASH_OUT,54603.68,0.0,0.0,194928.11,249531.78,18
TRANSFER,418871.88,418871.88,0.0,0.0,0.0,5
PAYMENT,2344.38,266872.4,264528.03,0.0,0.0,21
CASH_OUT,129910.28,298.0,0.0,16820.23,146730.52,16
PAYMENT,2652.82,0.0,0.0,0.0,0.0,16
CASH_IN,291155.84,1639617.2,1930773.1,2195896.5,1998481.6,14
PAYMENT,11376.82,162388.08,151011.25,0.0,0.0,15
PAYMENT,16243.95,0.0,0.0,0.0,0.0,11
TRANSFER,810690.0,0.0,0.0,1955689.5,3157967.5,12
PAYMENT,2992.73,0.0,0.0,0.0,0.0,20
CASH_OUT,423296.16,4455.0,0.0,2542386.0,2965682.0,10
CASH_OUT,165043.61,104846.94,0.0,2246933.5,2411977.2,6
CASH_IN,183616.55,3770960.2,3954576.8,1235288.5,1051672.0,20
TRANSFER,36344.06,272899.0,236554.94,0.0,36344.06,13
PAYMENT,52951.27,0.0,0.0,0.0,0.0,19
PAYMENT,1266.88,0.0,0.0,0.0,0.0,19
CASH_IN,276762.7,16849984.0,17126746.0,546925.8,270163.12,14
PAYMENT,522.15,0.0,0.0,0.0,0.0,18
CASH_OUT,61291.2,0.0,0.0,157005.66,218296.84,19
CASH_OUT,322733.03,63764.0,0.0,1164122.0,1486855.0,15
CASH_IN,108008.32,62360.0,170368.31,0.0,0.0,19
PAYMENT,40317.93,179.0,0.0,0.0,0.0,12
TRANSFER,10618.25,0.0,0.0,46619.98,90316.81,17
CASH_OUT,8960.44,0.0,0.0,658280.4,776267.06,12
CASH_IN,210300.14,30906.0,241206.14,0.0,0.0,20
TRANSFER,778922.9,74905.0,0.0,4380747.5,5159670.5,16
CASH_OUT,144996.44,0.0,0.0,285360.3,430356.75,21
CASH_OUT,199550.23,0.0,0.0,1341174.5,1540724.8,11
CASH_OUT,18395.24,38873.0,20477.76,417369.62,435764.88,14
CASH_OUT,282554.38,0.0,0.0,1579578.8,1862133.1,13
PAYMENT,15773.29,221756.0,205982.7,0.0,0.0,22
CASH_IN,233044.27,44194.0,277238.28,47528.98,0.0,18
CASH_OUT,595266.1,32397.0,0.0,756122.06,1351388.2,16
CASH_IN,300716.0,5520.0,306236.0,3561792.2,3261076.2,9
CASH_IN,110760.38,3073906.0,3184666.5,207123.31,96362.94,17
CASH_IN,94413.92,7406690.5,7501104.5,3285099.2,3190685.2,16
CASH_OUT,46583.51,10376.0,0.0,1561931.5,1608515.0,16
PAYMENT,9566.03,30340.0,20773.97,0.0,0.0,18
CASH_OUT,106282.73,140908.0,34625.27,15797.3,122080.03,10
PAYMENT,1025.43,0.0,0.0,0.0,0.0,22
PAYMENT,2381.87,0.0,0.0,0.0,0.0,15
PAYMENT,1714.96,11933.0,10218.04,0.0,0.0,10
DEBIT,1260.74,0.0,0.0,33094.8,34355.54,14
PAYMENT,5819.53,369639.75,363820.22,0.0,0.0,12
CASH_OUT,27733.06,11248.0,0.0,457006.0,484739.06,9
PAYMENT,975.98,54094.0,53118.02,0.0,0.0,14
CASH_IN,176137.4,6171.0,182308.4,33869.67,0.0,19
PAYMENT,2181.15,0.0,0.0,0.0,0.0,22
PAYMENT,5171.15,411.0,0.0,0.0,0.0,9
CASH_IN,106784.04,9988390.0,10095174.0,2863658.8,2756874.8,10
PAYMENT,50823.73,222889.47,172065.73,0.0,0.0,19
PAYMENT,4731.09,0.0,0.0,0.0,0.0,16
CASH_IN,112532.19,716019.75,828551.94,13774835.0,13662302.0,16
CASH_OUT,120895.66,674367.0,553471.3,0.0,120895.66,20
CASH_IN,94424.63,2766892.0,2861316.5,669373.0,574948.4,20
PAYMENT,15008.78,179749.73,164740.95,0.0,0.0,15
TRANSFER,722910.0,0.0,0.0,10000000.0,10722910.0,12
PAYMENT,10812.3,170433.6,159621.28,0.0,0.0,13
CASH_IN,208395.6,2406823.8,2615219.5,2388530.8,2180135.0,22
PAYMENT,11613.71,177851.44,166237.73,0.0,0.0,10
PAYMENT,22828.84,233189.0,210360.16,0.0,0.0,18
PAYMENT,17368.86,56386.29,39017.42,0.0,0.0,21
CASH_OUT,195050.4,0.0,0.0,256860.2,451910.62,15
PAYMENT,43463.93,60961.0,17497.07,0.0,0.0,14
PAYMENT,785.36,6094.0,5308.64,0.0,0.0,12
CASH_IN,218542.33,22806782.0,23025324.0,1533727.1,1315184.8,23
TRANSFER,248791.42,40361.0,0.0,396259.0,645050.44,10
TRANSFER,617121.44,0.0,0.0,5216238.0,5833359.5,17
PAYMENT,33557.62,15274.0,0.0,0.0,0.0,11
CASH_OUT,191716.98,0.0,0.0,925753.5,1117470.5,10
PAYMENT,1295.93,0.0,0.0,0.0,0.0,18
CASH_OUT,22632.41,0.0,0.0,205021.55,227653.94,14
CASH_OUT,105162.66,0.0,0.0,692820.44,797983.06,19
CASH_IN,12032.86,4027554.8,4039587.8,3779335.8,3767303.0,13
CASH_IN,1573924.0,17400288.0,18974212.0,3496949.2,1923025.4,17
PAYMENT,6736.13,0.0,0.0,0.0,0.0,21
CASH_IN,126800.29,30646.0,157446.3,378873.78,252073.48,16
CASH_IN,221028.6,11162599.0,11383628.0,4879393.0,4658364.5,10
CASH_OUT,21936.62,61460.0,39523.38,0.0,21936.62,15
PAYMENT,7993.21,0.0,0.0,0.0,0.0,20
PAYMENT,8084.09,0.0,0.0,0.0,0.0,17
CASH_OUT,87160.98,22052.0,0.0,653065.1,740226.06,21
CASH_OUT,29911.38,0.0,0.0,2559010.2,2588921.5,3
CASH_OUT,51903.96,0.0,0.0,217331.2,269235.16,14
CASH_OUT,127175.3,418.0,0.0,0.0,127175.3,19
PAYMENT,7013.48,20368.0,13354.52,0.0,0.0,23
CASH_IN,107238.22,274677.97,381916.2,748850.6,641612.44,19
CASH_OUT,92700.56,21680.0,0.0,4391487.0,4484187.5,13
PAYMENT,12225.17,6055.0,0.0,0.0,0.0,17
CASH_OUT,52159.06,260.0,0.0,11963173.0,12015332.0,17
CASH_OUT,468576.34,61092.0,0.0,0.0,468576.34,13
CASH_OUT,119887.15,0.0,0.0,676900.06,796787.25,20
CASH_OUT,110364.5,0.0,0.0,447175.56,557540.06,15
PAYMENT,12464.85,349034.75,336569.9,0.0,0.0,18
TRANSFER,113187.42,5140.0,0.0,5886333.0,5999520.5,18
PAYMENT,7073.46,0.0,0.0,0.0,0.0,13
PAYMENT,6469.04,782312.44,775843.44,0.0,0.0,23
CASH_IN,196856.98,11440278.0,11637134.0,1220655.2,1023798.3,17
CASH_OUT,283086.44,0.0,0.0,1407769.5,2135586.0,11
CASH_IN,110578.9,196036.0,306614.9,1063973.4,953394.5,13
CASH_IN,3365.99,106.0,3471.99,2983430.2,2980064.2,19
CASH_OUT,75962.29,0.0,0.0,602962.44,678924.75,15
TRANSFER,227095.73,0.0,0.0,270320.75,497416.47,23
CASH_IN,192031.11,43887.56,235918.67,597958.4,405927.28,22
PAYMENT,4997.61,0.0,0.0,0.0,0.0,17
PAYMENT,17241.58,300805.0,283563.4,0.0,0.0,13
CASH_OUT,112048.68,52430.0,0.0,1466517.4,1578566.1,18
CASH_IN,41624.32,24296.0,65920.32,929602.7,887978.4,9
PAYMENT,21418.85,0.0,0.0,0.0,0.0,10
PAYMENT,15582.02,0.0,0.0,0.0,0.0,15
CASH_OUT,192608.45,0.0,0.0,373242.5,565851.0,22
CASH_IN,48249.54,7761679.5,7809929.0,357408.12,309158.56,20
CASH_IN,296898.38,5847542.0,6144440.5,1015258.94,718360.56,17
PAYMENT,21739.28,6381.0,0.0,0.0,0.0,11
PAYMENT,6364.47,12160.0,5795.53,0.0,0.0,20
TRANSFER,3484109.8,482829.0,0.0,0.0,3484109.8,10
PAYMENT,7506.15,0.0,0.0,0.0,0.0,11
CASH_OUT,238633.72,0.0,0.0,9696265.0,9934899.0,14
CASH_OUT,141344.25,0.0,0.0,4090298.8,4231643.0,13
PAYMENT,13462.53,0.0,0.0,0.0,0.0,19
TRANSFER,352144.94,11486.0,0.0,113079.32,465224.25,17
CASH_IN,85144.25,1827059.9,1912204.1,9259958.0,9174813.0,11
CASH_IN,3103.37,3911277.5,3914381.0,604736.4,601633.0,18
PAYMENT,14442.89,513806.0,499363.12,0.0,0.0,18
CASH_OUT,294238.06,9111.0,0.0,12331.91,306570.0,10
CASH_OUT,119517.25,12124.0,0.0,618641.8,738159.06,19
CASH_IN,11107.62,7085.0,18192.62,213281.77,202174.16,18
PAYMENT,26079.97,19666.48,0.0,0.0,0.0,12
TRANSFER,367095.16,0.0,0.0,864016.25,1231111.4,20
PAYMENT,5595.79,0.0,0.0,0.0,0.0,14
CASH_OUT,264776.8,0.0,0.0,1380295.5,1645072.4,20
CASH_OUT,126831.6,0.0,0.0,955407.9,0.0,10
CASH_IN,63837.4,107754.0,171591.4,0.0,0.0,19
CASH_OUT,84545.16,0.0,0.0,249587.8,334132.94,18
CASH_OUT,6219.1,28975.0,22755.9,0.0,6219.1,22
CASH_IN,86781.78,497791.0,584572.75,807255.6,720473.9,9
CASH_IN,364670.5,297223.0,661893.5,0.0,0.0,14
CASH_IN,373726.88,1655191.8,2028918.6,2640312.2,2266585.2,14
PAYMENT,18511.02,78859.03,60348.01,0.0,0.0,9
PAYMENT,9833.76,0.0,0.0,0.0,0.0,18
TRANSFER,502548.72,194.0,0.0,1575138.2,2077687.0,17
CASH_IN,111657.83,14826648.0,14938306.0,117091.73,5433.9,15
CASH_OUT,140061.23,1253.66,0.0,261082.12,401143.34,12
CASH_OUT,210332.55,0.0,0.0,5703524.0,5913856.5,9
CASH_OUT,15077.38,0.0,0.0,386260.0,401337.38,19
CASH_OUT,233946.06,74139.0,0.0,0.0,233946.06,19
CASH_OUT,257337.45,0.0,0.0,668231.0,925568.44,19
CASH_OUT,149823.73,0.0,0.0,2584269.8,2734093.5,19
CASH_OUT,84174.17,0.0,0.0,1332665.0,1416839.1,19
TRANSFER,1730025.8,396652.66,0.0,3348883.2,5078909.0,18
CASH_OUT,47318.97,0.0,0.0,47556.22,94875.19,16
CASH_OUT,229739.44,0.0,0.0,9691894.0,9921633.0,16
CASH_OUT,251404.9,21286.0,0.0,23818674.0,24070080.0,16
CASH_OUT,169520.77,0.0,0.0,189673.77,359194.53,20
CASH_OUT,58800.27,19552.0,0.0,2943687.2,3002487.5,11
PAYMENT,857.15,25249.65,24392.5,0.0,0.0,13
PAYMENT,6946.45,129830.0,122883.55,0.0,0.0,0
CASH_OUT,390410.25,11384.0,0.0,225641.6,616051.9,17
PAYMENT,1329.48,21454.0,20124.52,0.0,0.0,12
PAYMENT,12642.39,0.0,0.0,0.0,0.0,21
PAYMENT,27404.48,0.0,0.0,0.0,0.0,11
CASH_OUT,297583.84,21326.0,0.0,75502.06,373085.9,14
CASH_OUT,160936.7,60420.0,0.0,229758.88,390695.56,15
PAYMENT,20889.45,99882.0,78992.55,0.0,0.0,18
CASH_IN,138497.27,201.0,138698.27,0.0,0.0,14
CASH_IN,245022.52,5031.0,250053.52,0.0,0.0,12
PAYMENT,14557.35,0.0,0.0,0.0,0.0,20
CASH_OUT,66879.95,0.0,0.0,329795.53,288985.72,11
PAYMENT,20493.09,610502.0,590008.94,0.0,0.0,10
PAYMENT,3900.04,3021.1,0.0,0.0,0.0,19
CASH_OUT,145558.83,11248.0,0.0,3787687.0,3933245.8,15
CASH_OUT,124600.49,254063.0,129462.51,3596.95,128197.44,11
CASH_IN,256599.05,10600963.0,10857562.0,4197879.0,3941279.8,20
CASH_IN,237996.69,20763064.0,21001060.0,3685298.5,3447301.8,20
CASH_OUT,174423.66,88834.0,0.0,45649.87,220073.52,21
PAYMENT,30903.23,465.0,0.0,0.0,0.0,15
CASH_OUT,150137.14,7600.0,0.0,8705028.0,8855165.0,9
PAYMENT,2698.32,40564.4,37866.08,0.0,0.0,19
PAYMENT,10843.65,689211.06,678367.4,0.0,0.0,18
CASH_IN,39714.97,3121386.2,3161101.2,828181.0,788466.0,17
CASH_IN,114405.82,449477.0,563882.8,4897573.5,4783167.5,16
CASH_IN,187386.12,74420.0,261806.12,4542518.0,4355132.0,19
CASH_OUT,268289.25,0.0,0.0,559921.1,828210.4,18
DEBIT,443.41,142085.0,141641.6,210758.61,211202.03,12
PAYMENT,5531.78,0.0,0.0,0.0,0.0,11
CASH_OUT,193341.19,20573.0,0.0,3471332.2,3664673.5,15
PAYMENT,31386.13,0.0,0.0,0.0,0.0,17
PAYMENT,8387.66,228866.56,220478.9,0.0,0.0,10
TRANSFER,1539062.2,0.0,0.0,14044722.0,15583784.0,9
CASH_IN,68847.99,12066.0,80913.99,20001.0,0.0,15
CASH_OUT,260363.52,0.0,0.0,8302049.0,8562412.0,20
CASH_OUT,358422.88,0.0,0.0,1308590.1,1594185.9,17
CASH_IN,116049.93,100744.79,216794.72,121297.87,5247.94,15
PAYMENT,34973.78,0.0,0.0,0.0,0.0,20
CASH_IN,305009.9,5963334.0,6268344.0,689703.2,384693.28,11
CASH_IN,60677.31,12550.0,73227.31,0.0,0.0,17
PAYMENT,1008.17,217734.3,216726.12,0.0,0.0,14
CASH_OUT,83617.86,0.0,0.0,323884.97,4748722.5,10
PAYMENT,1134.26,0.0,0.0,0.0,0.0,23
CASH_OUT,41287.41,15937.0,0.0,7392.15,48679.56,20
CASH_IN,148184.36,2963322.5,3111506.8,233700.11,85515.75,10
PAYMENT,6441.84,75092.4,68650.56,0.0,0.0,18
CASH_IN,106166.02,8014312.0,8120478.0,6105747.5,5999581.5,15
CASH_OUT,98505.51,30605.0,0.0,2932621.8,3031127.2,17
PAYMENT,26492.57,0.0,0.0,0.0,0.0,17
CASH_IN,78561.67,1424823.6,1503385.2,404167.28,325605.62,21
PAYMENT,12401.65,81522.0,69120.35,0.0,0.0,8
PAYMENT,16038.77,356376.6,340337.84,0.0,0.0,10
CASH_OUT,210838.7,9152.0,0.0,142288.83,353127.53,9
CASH_IN,227976.23,52448.0,280424.22,181076.64,0.0,19
CASH_OUT,333649.22,10967.0,0.0,0.0,333649.22,13
PAYMENT,15006.11,22415.13,7409.02,0.0,0.0,15
CASH_OUT,134027.95,8085.0,0.0,1372870.4,1506898.2,21
CASH_OUT,87927.43,510323.0,422395.56,0.0,87927.43,9
CASH_OUT,244464.16,202216.5,0.0,1494142.1,1738606.2,17
PAYMENT,186.63,0.0,0.0,0.0,0.0,14
PAYMENT,509.09,6095.85,5586.77,0.0,0.0,22
CASH_OUT,214840.45,14363.0,0.0,0.0,214840.45,13
PAYMENT,71005.41,146502.02,75496.6,0.0,0.0,18
PAYMENT,26018.22,21299.0,0.0,0.0,0.0,10
PAYMENT,28062.08,20906.0,0.0,0.0,0.0,19
CASH_IN,126145.39,7492523.0,7618668.5,2585196.8,2459051.5,11
CASH_IN,50122.67,5450665.0,5500788.0,328429.5,278306.84,19
CASH_OUT,72914.2,6706.0,0.0,0.0,72914.2,19
CASH_OUT,134084.45,1258.0,0.0,0.0,134084.45,17
PAYMENT,7419.11,34286.31,26867.2,0.0,0.0,19
PAYMENT,20372.28,319199.34,298827.06,0.0,0.0,16
CASH_OUT,191681.77,0.0,0.0,3109675.0,3301356.8,12
TRANSFER,946711.7,900041.0,0.0,1247471.2,2194183.0,15
TRANSFER,2529802.0,465627.0,0.0,382.0,2310965.0,10
CASH_IN,218821.55,37679.0,256500.55,2474705.8,2255884.2,15
CASH_IN,98506.94,102356.0,200862.94,132684.42,34177.48,15
CASH_IN,196661.42,1832169.8,2028831.2,976875.1,780213.75,12
CASH_OUT,396558.47,0.0,0.0,444367.03,840925.5,14
TRANSFER,499694.84,63842.0,0.0,0.0,499694.84,12
PAYMENT,4770.38,30368.0,25597.62,0.0,0.0,21
CASH_OUT,137179.7,0.0,0.0,539651.5,676831.25,20
PAYMENT,1273.02,24067.53,22794.51,0.0,0.0,14
DEBIT,676.81,107217.0,106540.19,6318.76,6995.57,20
CASH_OUT,83137.67,1929.0,0.0,178059.94,261197.61,20
CASH_OUT,18361.44,137934.34,119572.9,5031132.0,5049493.5,0
CASH_OUT,75068.42,20887.0,0.0,3123245.5,3254210.8,17
PAYMENT,33090.88,59831.0,26740.12,0.0,0.0,12
CASH_OUT,100616.96,153225.0,52608.04,95600.15,196217.1,17
CASH_IN,224835.84,10411.0,235246.84,0.0,0.0,13
PAYMENT,51024.74,47.0,0.0,0.0,0.0,11
CASH_OUT,4306.38,769.0,0.0,0.0,4306.38,18
TRANSFER,54274.32,73306.0,19031.68,985913.94,1040188.25,2
TRANSFER,308565.1,0.0,0.0,10934811.0,11243376.0,19
PAYMENT,24243.42,32061.0,7817.58,0.0,0.0,17
CASH_OUT,64433.49,49565.0,0.0,0.0,64433.49,13
CASH_OUT,192664.81,0.0,0.0,356870.75,549535.56,13
CASH_OUT,62258.34,0.0,0.0,893545.56,560191.2,19
CASH_OUT,52787.06,0.0,0.0,743659.2,796446.25,20
PAYMENT,1126.38,0.0,0.0,0.0,0.0,12
CASH_OUT,222403.45,52629.0,0.0,278936.03,501339.5,14
TRANSFER,1186306.8,0.0,0.0,4583384.5,5769691.5,19
CASH_OUT,136213.7,32829.0,0.0,3157979.8,3294193.5,22
CASH_OUT,115026.41,7040.0,0.0,1187027.2,1302053.8,20
PAYMENT,8987.56,0.0,0.0,0.0,0.0,10
CASH_OUT,84637.52,0.0,0.0,507506.94,592144.44,11
PAYMENT,16550.75,850.01,0.0,0.0,0.0,18
CASH_OUT,206380.69,0.0,0.0,215916.92,422297.6,13
PAYMENT,9007.42,315356.9,306349.47,0.0,0.0,15
PAYMENT,4091.31,0.0,0.0,0.0,0.0,19
CASH_OUT,450824.34,0.0,0.0,855835.94,1306660.2,0
CASH_OUT,223216.0,15480.0,0.0,634066.4,857282.4,20
CASH_IN,201758.22,190323.94,392082.16,1459589.4,1257831.1,20
CASH_IN,86451.99,907403.2,993855.2,876477.4,790025.44,15
PAYMENT,15972.07,0.0,0.0,0.0,0.0,14
PAYMENT,26587.26,0.0,0.0,0.0,0.0,18
CASH_OUT,203835.81,0.0,0.0,221911.23,425747.06,15
CASH_IN,242714.52,12313.0,255027.52,232144.94,0.0,18
TRANSFER,1580045.9,99975.0,0.0,2512243.0,4092289.0,11
CASH_OUT,270646.88,224563.61,0.0,340551.16,1048438.44,12
CASH_OUT,95445.1,74543.0,0.0,0.0,95445.1,20
PAYMENT,7224.07,345.0,0.0,0.0,0.0,23
PAYMENT,15275.36,90245.0,74969.64,0.0,0.0,13
CASH_OUT,244105.31,411.0,0.0,17683.26,261788.56,16
CASH_IN,113917.78,2216361.0,2330279.0,694550.3,580632.5,17
CASH_OUT,115101.56,0.0,0.0,722685.94,898013.06,13
PAYMENT,1628.37,31552.0,29923.63,0.0,0.0,20
TRANSFER,538491.56,0.0,0.0,2358065.0,2896556.8,17
CASH_OUT,346636.84,1022.0,0.0,147903.69,494540.53,12
CASH_OUT,76217.88,15073.0,0.0,68025.9,144243.78,18
PAYMENT,4141.66,79254.0,75112.34,0.0,0.0,18
CASH_OUT,5101.89,26528.0,21426.11,493331.88,498433.75,18
CASH_IN,157631.45,2666704.5,2824336.0,597794.1,440162.7,21
CASH_OUT,413120.1,539.0,0.0,64565.41,477685.47,16
PAYMENT,29712.42,11032.0,0.0,0.0,0.0,10
PAYMENT,7654.17,96494.1,88839.93,0.0,0.0,22
PAYMENT,9539.92,0.0,0.0,0.0,0.0,20
PAYMENT,15050.73,25304.0,10253.27,0.0,0.0,14
CASH_IN,75662.21,15135.0,90797.21,0.0,0.0,13
CASH_OUT,676501.44,21632.0,0.0,6301751.5,6978253.0,15
TRANSFER,327913.75,66974.0,0.0,96197.33,424111.1,10
PAYMENT,2699.65,687.0,0.0,0.0,0.0,19
CASH_OUT,117841.0,201765.0,83924.0,0.0,117841.0,13
CASH_OUT,52411.29,0.0,0.0,190715.61,243126.9,13
PAYMENT,10211.17,0.0,0.0,0.0,0.0,12
CASH_OUT,581744.8,638.0,0.0,122139.07,579951.0,9
CASH_IN,165277.7,284739.0,450016.7,375498.88,210221.19,13
CASH_IN,85279.63,10057.0,95336.63,0.0,0.0,14
CASH_OUT,16185.89,0.0,0.0,3153350.8,3169536.8,20
CASH_OUT,142886.7,18176.0,0.0,0.0,142886.7,11
CASH_OUT,355087.2,100.0,0.0,0.0,355087.2,12
CASH_OUT,337009.88,5396.0,0.0,226944.53,563954.44,10
CASH_IN,340345.34,22497.0,362842.34,5950597.5,5610252.0,16
CASH_IN,206328.3,1344568.8,1550897.0,440596.0,234267.7,17
CASH_OUT,9948.89,0.0,0.0,336157.97,346106.84,15
PAYMENT,25699.91,0.0,0.0,0.0,0.0,1
CASH_OUT,63917.26,0.0,0.0,159176.44,223093.7,17
CASH_OUT,17692.77,38995.0,21302.23,0.0,17692.77,9
TRANSFER,2035175.4,0.0,0.0,8837974.0,11145180.0,13
CASH_OUT,14925.39,23521.0,8595.61,1333729.6,1348655.0,19
