type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,hour_of_day,isFraud
CASH_OUT,100269.26,0.0,0.0,1178779.0,2066066.9,14,0
CASH_OUT,231463.12,284.0,0.0,227972.36,459435.47,10,0
PAYMENT,9855.06,0.0,0.0,0.0,0.0,16,0
CASH_OUT,79629.26,29187.0,0.0,6034335.0,6113964.5,10,0
PAYMENT,10337.98,0.0,0.0,0.0,0.0,12,0
CASH_OUT,353957.78,0.0,0.0,812533.1,1166490.9,19,0
PAYMENT,332.22,0.0,0.0,0.0,0.0,15,0
CASH_OUT,39962.31,23998.0,0.0,1665919.0,1705881.2,21,0
PAYMENT,4452.92,221.0,0.0,0.0,0.0,19,0
CASH_IN,327567.62,38518.0,366085.62,61586.91,0.0,16,0
PAYMENT,35311.84,0.0,0.0,0.0,0.0,19,0
CASH_IN,432236.38,8754004.0,9186240.0,1419249.1,987012.75,12,0
TRANSFER,299898.72,0.0,0.0,932284.0,1232182.8,22,0
CASH_OUT,64794.36,0.0,0.0,1887755.4,1952549.8,12,0
TRANSFER,435034.47,0.0,0.0,1084338.2,1519372.8,12,0
CASH_OUT,134647.27,0.0,0.0,1078021.1,1212668.4,9,0
CASH_IN,2071.43,1607648.5,1609719.9,542897.8,540826.4,23,0
CASH_IN,219479.69,384551.38,604031.06,242061.19,22581.49,11,0
CASH_OUT,76300.28,0.0,0.0,1230385.5,1306685.9,19,0
PAYMENT,8834.5,277403.62,268569.12,0.0,0.0,2,0
PAYMENT,234.23,405.37,171.14,0.0,0.0,11,0
PAYMENT,24135.66,0.0,0.0,0.0,0.0,12,0
CASH_OUT,477429.56,75764.0,0.0,295468.28,772897.8,12,0
CASH_OUT,81786.56,123.0,0.0,19407.35,101193.91,19,0
PAYMENT,31846.71,165.0,0.0,0.0,0.0,20,0
PAYMENT,1334.25,222297.4,220963.16,0.0,0.0,20,0
CASH_OUT,90652.92,16238.0,0.0,705818.25,796471.2,20,0
PAYMENT,41848.05,119505.0,77656.95,0.0,0.0,12,0
CASH_OUT,214713.94,527433.0,312719.06,434838.06,649552.0,9,0
PAYMENT,6851.52,10473.0,3621.48,0.0,0.0,18,0
PAYMENT,13698.87,0.0,0.0,0.0,0.0,10,0
PAYMENT,45377.63,21968.0,0.0,0.0,0.0,15,0
PAYMENT,2021.81,226.0,0.0,0.0,0.0,17,0
PAYMENT,358.58,103597.13,103238.55,0.0,0.0,15,0
CASH_OUT,142098.3,472758.5,330660.22,1778043.2,1920141.5,12,0
CASH_IN,537075.44,2880617.8,3417693.2,1657788.0,1120712.5,10,0
PAYMENT,7577.03,26234.0,18656.97,0.0,0.0,21,0
CASH_OUT,26857.18,0.0,0.0,828549.3,855406.5,20,0
CASH_OUT,57611.25,2079.0,0.0,2515362.5,2572973.8,12,0
CASH_OUT,134848.97,41158.0,0.0,0.0,134848.97,20,0
CASH_OUT,298490.12,109177.0,0.0,110140.86,408630.97,17,0
CASH_OUT,55256.34,0.0,0.0,127125.25,182381.6,15,0
CASH_IN,66959.88,21333.0,88292.88,8637353.0,8582693.0,12,0
DEBIT,1055.44,27794.0,26738.56,2232768.0,2233823.5,16,0
PAYMENT,18943.93,150317.44,131373.52,0.0,0.0,17,0
CASH_IN,247733.6,10691855.0,10939589.0,1500494.0,1252760.4,14,0
CASH_IN,110074.0,297848.16,407922.16,203586.77,93512.75,21,0
CASH_IN,63476.74,7062013.5,7125490.0,288670.06,225193.31,12,0
CASH_OUT,371458.9,0.0,0.0,3645055.2,4016514.2,19,0
PAYMENT,5206.89,88652.29,83445.4,0.0,0.0,16,0
CASH_OUT,79386.63,0.0,0.0,90905.96,170292.6,9,0
CASH_OUT,84443.8,60975.0,0.0,137265.05,221708.84,21,0
CASH_IN,50928.64,1228019.0,1278947.8,209279.0,158350.36,13,0
CASH_IN,32732.26,7934129.0,7966861.5,1356543.4,1323811.1,13,0
PAYMENT,28841.64,12618.89,0.0,0.0,0.0,9,0
TRANSFER,19805004.0,0.0,0.0,19907640.0,39712644.0,15,0
PAYMENT,43.2,585.51,542.31,0.0,0.0,18,0
CASH_OUT,85190.05,65391.0,0.0,0.0,85190.05,17,0
PAYMENT,5560.66,100579.0,95018.34,0.0,0.0,7,0
CASH_OUT,357945.78,258215.0,0.0,6347963.5,6705909.0,17,0
PAYMENT,3594.61,81586.0,77991.39,0.0,0.0,0,0
CASH_IN,145194.83,30197.0,175391.83,318341.94,130920.32,19,0
PAYMENT,4345.22,0.0,0.0,0.0,0.0,17,0
TRANSFER,1861836.5,0.0,0.0,2723111.5,4584948.0,15,0
CASH_IN,228027.22,18928248.0,19156276.0,1307826.1,1079798.9,14,0
CASH_IN,166243.53,4878796.0,5045039.5,1562005.5,1395762.0,10,0
PAYMENT,8475.11,263269.0,254793.89,0.0,0.0,22,0
TRANSFER,966956.3,29413.57,0.0,2170636.2,3837054.0,10,0
TRANSFER,456440.22,0.0,0.0,1109626.4,1566066.6,11,0
PAYMENT,245.63,0.0,0.0,0.0,0.0,11,0
CASH_OUT,112555.54,28383.0,0.0,2235106.5,2347662.2,13,0
TRANSFER,375529.12,0.0,0.0,7212601.5,7588131.0,16,0
CASH_IN,267465.1,21300.0,288765.1,83175.07,0.0,17,0
CASH_IN,164730.45,6232896.5,6397627.0,1191881.2,1027150.8,12,0
CASH_OUT,244615.84,49766.0,0.0,875196.9,1119812.8,10,0
CASH_IN,397585.0,7166047.0,7563632.0,449830.22,52245.19,9,0
CASH_OUT,96297.86,0.0,0.0,849316.25,945614.1,20,0
CASH_IN,139786.55,1663681.6,1803468.1,147744.23,7957.68,13,0
CASH_OUT,46174.32,99120.0,52945.68,0.0,46174.32,19,0
TRANSFER,73184.1,0.0,0.0,4493050.0,4566234.0,20,0
CASH_OUT,100225.66,5226.0,0.0,0.0,100225.66,0,0
CASH_OUT,150105.44,0.0,0.0,505758.47,655863.94,18,0
PAYMENT,31324.2,20400.0,0.0,0.0,0.0,10,0
PAYMENT,3552.02,49.0,0.0,0.0,0.0,12,0
CASH_IN,259629.25,3618372.2,3878001.5,14852604.0,14592975.0,18,0
PAYMENT,29397.31,311543.22,282145.9,0.0,0.0,10,0
CASH_IN,218956.38,4455106.0,4674062.5,693792.4,474836.0,15,0
CASH_OUT,120976.97,61219.87,0.0,1304073.0,1425050.0,14,0
CASH_OUT,346504.66,50219.0,0.0,970982.94,1317487.6,16,0
CASH_OUT,202336.19,0.0,0.0,1740231.9,1942568.1,13,0
PAYMENT,17178.85,21395.0,4216.15,0.0,0.0,19,0
CASH_IN,149032.55,7457079.0,7606111.5,533598.1,117730.43,18,0
DEBIT,11421.19,156231.0,144809.81,173601.81,185023.02,16,0
CASH_OUT,32579.9,0.0,0.0,117423.09,150002.98,20,0
CASH_OUT,37043.61,0.0,0.0,2392319.2,2429363.0,10,0
PAYMENT,87711.47,0.0,0.0,0.0,0.0,11,0
DEBIT,12518.32,122.0,0.0,44371.87,56890.19,15,0
PAYMENT,5311.84,31609.0,26297.16,0.0,0.0,18,0
CASH_OUT,173313.19,51007.0,0.0,1064756.8,1238070.0,20,0
CASH_OUT,194560.05,119610.0,0.0,0.0,194560.05,19,0
PAYMENT,4426.98,0.0,0.0,0.0,0.0,13,0
CASH_OUT,168204.5,6241.0,0.0,133047.89,301252.38,10,0
CASH_OUT,203570.64,29953.0,0.0,95070.16,298640.8,21,0
CASH_OUT,407363.9,341323.0,0.0,0.0,407363.9,13,0
PAYMENT,423.08,0.0,0.0,0.0,0.0,15,0
CASH_IN,99789.51,22057.0,121846.51,31455.98,0.0,10,0
CASH_IN,53887.2,6083012.5,6136900.0,1008509.06,2639793.5,10,0
CASH_OUT,216621.92,172.0,0.0,40962.67,257584.6,16,0
CASH_OUT,61873.89,30165.0,0.0,1127657.1,1189531.0,21,0
PAYMENT,9881.38,0.0,0.0,0.0,0.0,20,0
TRANSFER,418095.1,11686.0,0.0,23392.08,441487.16,18,0
TRANSFER,2129717.8,22312.0,0.0,130766.0,2260483.8,14,0
CASH_OUT,75534.02,0.0,0.0,78962.6,154496.62,15,0
CASH_IN,27001.68,6461909.0,6488910.5,59819.86,32818.17,14,0
PAYMENT,16222.24,30039.0,13816.76,0.0,0.0,22,0
CASH_OUT,69903.06,66119.0,0.0,330496.53,400399.6,19,0
CASH_OUT,133333.33,1347.0,0.0,442832.12,576165.44,17,0
TRANSFER,567878.8,0.0,0.0,1364810.5,1932689.2,19,0
CASH_IN,50400.55,8807722.0,8858123.0,209386.16,158985.61,23,0
TRANSFER,564612.75,0.0,0.0,7102975.0,7667587.5,8,0
TRANSFER,185724.12,52170.0,0.0,505889.03,691613.1,16,0
PAYMENT,20186.22,0.0,0.0,0.0,0.0,13,0
PAYMENT,18291.66,0.0,0.0,0.0,0.0,16,0
PAYMENT,7552.03,20781.0,13228.97,0.0,0.0,21,0
PAYMENT,2165.25,100487.0,98321.75,0.0,0.0,22,0
CASH_OUT,163382.39,0.0,0.0,626580.5,789962.94,10,0
PAYMENT,8046.34,0.0,0.0,0.0,0.0,19,0
CASH_OUT,320113.88,0.0,0.0,908019.06,1228133.0,16,0
CASH_IN,139352.52,22187090.0,22326442.0,245566.48,494099.22,16,0
CASH_IN,208268.88,1992.0,210260.88,0.0,0.0,9,0
CASH_OUT,6755.96,16974.0,10218.04,0.0,6755.96,12,0
CASH_OUT,185815.58,0.0,0.0,942172.0,1127987.6,16,0
PAYMENT,3619.98,26602.91,22982.92,0.0,0.0,12,0
PAYMENT,2335.63,9092.0,6756.37,0.0,0.0,14,0
CASH_IN,228634.86,4319859.5,4548494.5,988206.5,759571.6,14,0
CASH_IN,65544.58,1191.0,66735.58,3557071.0,3491526.5,11,0
CASH_IN,167458.69,985226.75,1152685.4,855922.44,688463.75,10,0
CASH_IN,47754.84,53084.0,100838.84,2285896.0,2238141.0,19,0
CASH_OUT,173724.48,0.0,0.0,485353.97,734708.4,11,0
CASH_IN,199018.47,2049281.2,2248299.8,1310568.4,1111549.9,20,0
PAYMENT,9048.2,159214.27,150166.08,0.0,0.0,10,0
TRANSFER,877979.94,19843.0,0.0,340830.3,1218810.2,12,0
TRANSFER,668345.7,0.0,0.0,1459935.4,2128281.0,20,0
PAYMENT,3379.73,0.0,0.0,0.0,0.0,21,0
PAYMENT,23937.16,0.0,0.0,0.0,0.0,21,0
PAYMENT,8990.22,0.0,0.0,0.0,0.0,21,0
PAYMENT,1299.3,60497.0,59197.7,0.0,0.0,15,0
PAYMENT,374.23,0.0,0.0,0.0,0.0,18,0
CASH_IN,316394.88,152219.0,468613.88,168210.3,0.0,19,0
CASH_OUT,19155.29,0.0,0.0,110819.07,129974.36,10,0
CASH_OUT,322747.6,241638.0,0.0,485465.66,808213.25,10,0
CASH_OUT,40406.66,70155.0,29748.34,24128.0,64534.66,10,0
CASH_OUT,19526.9,0.0,0.0,3345590.5,3535384.0,20,0
PAYMENT,15830.58,7643.0,0.0,0.0,0.0,14,0
CASH_IN,247547.77,49656.0,297203.75,32722.53,0.0,9,0
PAYMENT,27728.52,26478.49,0.0,0.0,0.0,14,0
CASH_IN,483666.72,53484.0,537150.75,912117.75,428451.06,11,0
PAYMENT,5355.76,5057.0,0.0,0.0,0.0,23,0
CASH_OUT,53546.75,130828.0,77281.25,451424.88,504971.62,21,0
CASH_OUT,56901.83,21887.0,0.0,3137243.2,3194145.0,19,0
CASH_OUT,45968.7,0.0,0.0,125987.37,74476.15,12,0
CASH_OUT,152973.6,0.0,0.0,4860683.0,5013656.5,17,0
CASH_IN,46186.42,952.0,47138.42,131115.69,84929.27,22,0
TRANSFER,41498.01,100518.0,59019.99,3212956.8,3254454.8,20,0
CASH_OUT,282836.47,0.0,0.0,687040.9,969877.3,23,0
CASH_OUT,178079.84,414.0,0.0,4443234.0,4621313.5,20,0
PAYMENT,4503.22,205685.4,201182.19,0.0,0.0,13,0
PAYMENT,11821.3,402649.0,390827.7,0.0,0.0,22,0
TRANSFER,134837.52,15634.0,0.0,1602865.0,1737702.5,16,0
CASH_OUT,164618.8,0.0,0.0,658147.9,822766.7,13,0
CASH_OUT,397880.34,132868.0,0.0,798310.8,1196191.1,16,0
CASH_OUT,123120.15,123.0,0.0,321079.5,444199.66,18,0
CASH_OUT,303103.06,259075.0,0.0,1975248.2,2278351.2,19,0
CASH_IN,469864.84,2543798.5,3013663.2,531886.75,62021.93,13,0
CASH_OUT,408939.16,323798.0,0.0,2060379.5,2469318.8,18,0
CASH_OUT,30121.57,0.0,0.0,127246.56,157368.14,14,0
CASH_IN,69167.73,15554.0,84721.73,0.0,0.0,17,0
PAYMENT,1410.82,155273.0,153862.19,0.0,0.0,10,0
CASH_IN,217866.55,634189.44,852056.0,2308595.2,2090728.8,20,0
CASH_IN,25641.36,103238.0,128879.36,94858.27,69216.91,9,0
PAYMENT,14839.27,0.0,0.0,0.0,0.0,12,0
PAYMENT,20519.19,41379.0,20859.81,0.0,0.0,20,0
CASH_OUT,79712.09,75994.0,0.0,0.0,79712.09,10,0
PAYMENT,392.55,0.0,0.0,0.0,0.0,9,0
PAYMENT,9917.1,586913.0,576995.9,0.0,0.0,21,0
CASH_IN,246948.58,4118392.5,4365341.0,952373.5,705424.9,23,0
CASH_OUT,135742.42,311.0,0.0,496870.34,632612.75,19,0
TRANSFER,657873.5,0.0,0.0,1607695.9,2265569.2,23,0
CASH_OUT,42260.74,117.0,0.0,12200.0,54460.74,18,0
CASH_OUT,100639.61,1679.2,0.0,436933.9,537573.5,19,0
CASH_OUT,371805.3,75336.0,0.0,890100.6,1261905.9,17,0
PAYMENT,1652.23,19492.0,17839.77,0.0,0.0,20,0
CASH_OUT,138349.55,0.0,0.0,1917455.2,2055804.8,10,0
PAYMENT,14302.85,38269.7,23966.84,0.0,0.0,18,0
CASH_OUT,30140.13,4628.76,0.0,345045.16,375185.28,12,0
CASH_OUT,409209.72,0.0,0.0,2463880.8,2873090.5,11,0
CASH_OUT,135124.58,0.0,0.0,477289.88,612414.44,21,0
PAYMENT,11500.74,49868.15,38367.41,0.0,0.0,10,0
PAYMENT,22630.96,1032.13,0.0,0.0,0.0,17,0
PAYMENT,38655.79,8686.0,0.0,0.0,0.0,12,0
PAYMENT,9685.93,2822.0,0.0,0.0,0.0,12,0
PAYMENT,2425.33,0.0,0.0,0.0,0.0,18,0
CASH_OUT,299744.7,0.0,0.0,1543598.9,1843343.5,12,0
CASH_OUT,199392.08,105296.0,0.0,39181.3,238573.38,23,0
PAYMENT,16194.83,1056.0,0.0,0.0,0.0,13,0
CASH_IN,242058.5,11796.0,253854.5,226967.16,0.0,10,0
CASH_OUT,394304.75,19954.0,0.0,2515271.0,2909575.8,9,0
CASH_OUT,105271.4,52.0,0.0,0.0,105271.4,20,0
TRANSFER,115162.8,4510.84,0.0,1293890.9,1409053.6,19,0
PAYMENT,10086.54,20929.0,10842.46,0.0,0.0,19,0
CASH_OUT,422701.53,0.0,0.0,2033712.6,2456414.0,19,0
PAYMENT,624.44,0.0,0.0,0.0,0.0,15,0
CASH_OUT,305593.72,0.0,0.0,1064039.4,1369633.1,14,0
CASH_OUT,379959.47,0.0,0.0,772537.3,1152496.8,10,0
CASH_OUT,56715.48,0.0,0.0,243478.27,300193.75,19,0
PAYMENT,6076.09,99046.0,92969.91,0.0,0.0,10,0
CASH_IN,364603.66,194.0,364797.66,2724605.5,2360001.8,16,0
PAYMENT,16346.6,78419.25,62072.65,0.0,0.0,10,0
PAYMENT,3945.81,0.0,0.0,0.0,0.0,13,0
PAYMENT,9687.92,0.0,0.0,0.0,0.0,2,0
CASH_OUT,154361.97,27167.39,0.0,333559.38,487921.34,10,0
CASH_OUT,184908.34,101.0,0.0,0.0,184908.34,16,0
CASH_OUT,15719.02,541956.44,526237.44,1134622.9,1150341.9,19,0
CASH_OUT,109966.91,20345.0,0.0,84826.76,264394.5,15,0
CASH_OUT,51424.27,0.0,0.0,1302040.6,1353464.9,19,0
PAYMENT,25208.64,0.0,0.0,0.0,0.0,16,0
TRANSFER,1410091.8,0.0,0.0,8489804.0,9899896.0,20,0
CASH_OUT,389848.53,0.0,0.0,19208562.0,19598412.0,12,0
CASH_IN,295808.1,4476336.0,4772144.5,424705.12,128897.04,21,0
PAYMENT,11499.75,10651.0,0.0,0.0,0.0,9,0
CASH_OUT,182945.28,0.0,0.0,589706.0,772651.3,16,0
CASH_OUT,477634.2,0.0,0.0,812031.06,1289665.2,9,0
CASH_OUT,219248.89,8559.0,0.0,1135363.5,1354612.4,19,0
CASH_IN,342024.34,38253.0,380277.34,0.0,0.0,12,0
CASH_OUT,119479.72,200617.0,81137.28,0.0,119479.72,21,0
PAYMENT,16633.74,0.0,0.0,0.0,0.0,21,0
TRANSFER,570505.06,0.0,0.0,5801421.0,6371926.0,13,0
PAYMENT,8474.28,0.0,0.0,0.0,0.0,20,0
CASH_OUT,77565.14,0.0,0.0,146639.2,224204.34,19,0
PAYMENT,51160.75,314377.9,263217.16,0.0,0.0,12,0
CASH_IN,78056.68,5860193.5,5938250.0,1738279.4,1735325.1,10,0
CASH_IN,195330.3,1025314.75,1220645.0,262278.03,66947.74,20,0
CASH_OUT,104966.77,0.0,0.0,240960.2,345926.97,11,0
CASH_IN,113676.18,6124101.0,6237777.0,828279.3,714603.1,16,0
CASH_IN,168381.77,378.0,168759.77,2018769.8,1850388.0,19,0
CASH_OUT,81766.37,0.0,0.0,2335472.8,2417239.0,18,0
PAYMENT,3761.3,22319.0,18557.7,0.0,0.0,23,0
CASH_OUT,68733.84,0.0,0.0,2780595.8,2849329.5,10,0
PAYMENT,3578.92,30485.0,26906.08,0.0,0.0,20,0
PAYMENT,58196.26,77508.89,19312.64,0.0,0.0,22,0
PAYMENT,4103.06,40048.0,35944.94,0.0,0.0,12,0
CASH_IN,33966.04,4298372.5,4332338.5,855323.1,821357.06,11,0
PAYMENT,477.56,239933.0,239455.44,0.0,0.0,23,0
PAYMENT,15670.46,215616.86,199946.39,0.0,0.0,15,0
CASH_OUT,198725.17,202.0,0.0,0.0,198725.17,18,0
CASH_OUT,155841.6,22967.0,0.0,490962.88,646804.44,19,0
CASH_OUT,176724.02,32180.0,0.0,0.0,176724.02,16,0
CASH_OUT,291228.9,0.0,0.0,1740991.0,2542715.8,10,0
CASH_OUT,183741.66,51147.0,0.0,4838632.0,5022373.5,17,0
PAYMENT,13854.45,204125.0,190270.55,0.0,0.0,21,0
CASH_IN,49890.96,151387.0,201277.95,0.0,0.0,19,0
CASH_IN,143613.6,2977283.0,3120896.5,379690.5,236076.9,22,0
CASH_OUT,280431.8,0.0,0.0,347544.66,627976.5,19,0
PAYMENT,27259.76,186599.52,159339.75,0.0,0.0,15,0
CASH_IN,88400.93,4273814.5,4362215.5,160360.95,71960.02,13,0
CASH_IN,454041.22,354588.5,808629.75,4773518.0,4319476.5,22,0
PAYMENT,5971.02,70492.0,64520.98,0.0,0.0,14,0
CASH_OUT,25171.42,12272.0,0.0,688093.25,713264.6,18,0
CASH_OUT,168246.97,4889.0,0.0,808027.0,976274.0,17,0
PAYMENT,27584.08,0.0,0.0,0.0,0.0,15,0
CASH_OUT,211625.98,118743.0,0.0,567416.06,779042.06,9,0
PAYMENT,17739.3,0.0,0.0,0.0,0.0,16,0
PAYMENT,3669.03,166788.19,163119.16,0.0,0.0,10,0
CASH_IN,160268.05,506367.8,666635.9,193986.39,33718.34,17,0
TRANSFER,783044.0,32334.0,0.0,140085.73,923129.75,14,0
PAYMENT,44931.87,62953.45,18021.59,0.0,0.0,15,0
TRANSFER,660314.94,0.0,0.0,1662141.6,2322456.5,16,0
CASH_OUT,71869.25,73572.35,1703.1,253410.27,325279.53,19,0
CASH_IN,103548.22,36577.69,140125.9,137478.92,33930.69,17,0
CASH_IN,177580.73,10703.0,188283.73,83757.85,0.0,19,0
CASH_OUT,316107.66,0.0,0.0,1366863.9,1682971.5,17,0
PAYMENT,1420.74,71059.0,69638.26,0.0,0.0,21,0
PAYMENT,7314.45,162569.0,155254.55,0.0,0.0,21,0
TRANSFER,577490.75,146749.84,0.0,597832.4,1175323.1,12,0
PAYMENT,6419.13,0.0,0.0,0.0,0.0,17,0
CASH_OUT,251683.95,16013.0,0.0,0.0,251683.95,19,0
PAYMENT,7955.53,1065.0,0.0,0.0,0.0,14,0
CASH_IN,214995.25,3170056.5,3385051.8,261315.98,46320.74,9,0
TRANSFER,52644.36,107784.0,55139.64,232240.22,284884.6,10,0
PAYMENT,1694.95,181.0,0.0,0.0,0.0,18,0
CASH_OUT,2477.74,41487.0,39009.26,4168368.2,4170846.0,19,0
CASH_IN,216780.47,4051937.2,4268718.0,2811492.0,2594711.5,16,0
PAYMENT,39633.71,0.0,0.0,0.0,0.0,11,0
CASH_OUT,9763.97,0.0,0.0,1170465.1,1180229.0,16,0
TRANSFER,551335.06,24361.0,0.0,220990.81,772325.9,13,0
CASH_OUT,91357.99,0.0,0.0,199067.83,290425.8,22,0
CASH_IN,79624.48,49595.0,129219.48,7777744.0,7698119.5,11,0
CASH_IN,8703.26,3069710.2,3078413.5,23042.25,14338.98,18,0
CASH_OUT,243305.52,0.0,0.0,8816522.0,9059828.0,19,0
CASH_OUT,41067.19,20846.0,0.0,12273.0,0.0,9,0
PAYMENT,33417.3,102713.0,69295.7,0.0,0.0,10,0
CASH_OUT,150370.62,182912.0,32541.38,13428.27,163798.89,15,0
CASH_OUT,166586.38,3046.0,0.0,189837.36,356423.75,13,0
CASH_OUT,303748.1,10203.0,0.0,0.0,303748.1,0,0
CASH_OUT,92674.86,58343.0,0.0,0.0,92674.86,21,0
PAYMENT,8216.26,0.0,0.0,0.0,0.0,19,0
CASH_OUT,216764.81,0.0,0.0,22283776.0,22500540.0,14,0
CASH_OUT,132091.62,14969.0,0.0,766252.06,986348.75,18,0
PAYMENT,17752.39,144921.64,127169.25,0.0,0.0,18,0
PAYMENT,8491.65,155483.67,146992.02,0.0,0.0,19,0
PAYMENT,5576.03,785.0,0.0,0.0,0.0,22,0
CASH_OUT,197283.06,0.0,0.0,1214342.0,1411625.0,20,0
TRANSFER,1214291.8,19260.0,0.0,384838.34,1599130.0,11,0
TRANSFER,424031.06,0.0,0.0,36313.87,460344.94,9,0
CASH_OUT,597493.56,137.0,0.0,84552.26,682045.8,9,0
CASH_IN,36186.11,3179816.8,3216002.8,67317.32,31131.21,16,0
PAYMENT,11070.84,0.0,0.0,0.0,0.0,20,0
CASH_IN,307417.16,47916.0,355333.16,606918.94,299501.8,12,0
PAYMENT,2226.73,0.0,0.0,0.0,0.0,16,0
PAYMENT,7006.42,0.0,0.0,0.0,0.0,11,0
CASH_OUT,227589.5,20237.0,0.0,0.0,227589.5,18,0
PAYMENT,5754.13,202153.0,196398.88,0.0,0.0,19,0
PAYMENT,14065.98,11574.01,0.0,0.0,0.0,14,0
CASH_OUT,74286.09,0.0,0.0,739149.4,813435.5,18,0
PAYMENT,7317.07,271596.0,264278.94,0.0,0.0,11,0
CASH_OUT,243567.39,0.0,0.0,14209598.0,14453165.0,15,0
TRANSFER,383123.72,15927.0,0.0,1041220.6,1424344.4,20,0
PAYMENT,4700.0,8365.0,3665.0,0.0,0.0,9,0
PAYMENT,9456.92,49856.18,40399.25,0.0,0.0,22,0
CASH_IN,53444.19,3333861.8,3387306.0,214167.9,160723.72,10,0
CASH_OUT,253041.56,0.0,0.0,6281687.0,6534728.5,17,0
PAYMENT,12273.81,0.0,0.0,0.0,0.0,17,0
CASH_OUT,47457.12,94611.0,47153.88,0.0,47457.12,16,0
PAYMENT,11408.28,0.0,0.0,0.0,0.0,1,0
PAYMENT,6772.11,117656.0,110883.89,0.0,0.0,20,0
CASH_IN,162752.81,72405.0,235157.81,0.0,0.0,17,0
PAYMENT,9538.72,10222.0,683.28,0.0,0.0,23,0
CASH_OUT,170069.98,0.0,0.0,790013.44,960083.44,10,0
CASH_OUT,214174.36,63862.0,0.0,354000.44,568174.8,18,0
PAYMENT,14913.87,593.0,0.0,0.0,0.0,12,0
CASH_OUT,31881.76,0.0,0.0,524303.6,556185.4,12,0
CASH_IN,135597.31,1860620.5,1996217.8,212830.02,77232.69,12,0
CASH_IN,154965.64,7414730.0,7569696.0,664919.56,783646.75,15,0
CASH_OUT,329423.94,54765.0,0.0,0.0,329423.94,16,0
CASH_OUT,27550.02,127902.0,100351.98,184297.02,211847.03,19,0
TRANSFER,5501709.0,0.0,0.0,7562977.5,13064687.0,11,0
PAYMENT,10502.27,5483.0,0.0,0.0,0.0,10,0
TRANSFER,190104.4,245728.0,55623.59,0.0,190104.4,18,0
CASH_OUT,43148.58,0.0,0.0,854313.75,897462.3,20,0
CASH_IN,206770.69,3201480.5,3408251.2,281677.03,74906.34,18,0
PAYMENT,7201.4,290639.0,283437.6,0.0,0.0,12,0
CASH_OUT,132852.88,0.0,0.0,373398.5,506251.38,20,0
CASH_IN,327480.53,79916.0,407396.53,1344902.4,1017421.8,15,0
PAYMENT,16360.76,19806.0,3445.24,0.0,0.0,10,0
PAYMENT,29454.17,202517.0,173062.83,0.0,0.0,13,0
CASH_OUT,53867.35,26053.0,0.0,1096956.5,1150823.9,17,0
TRANSFER,378513.06,10628.0,0.0,142964.34,521477.4,15,0
TRANSFER,24323.02,44708.15,20385.13,3354124.8,3378447.8,13,0
PAYMENT,18832.67,225027.7,206195.05,0.0,0.0,13,0
CASH_OUT,165395.52,42297.0,0.0,575670.4,616651.75,18,0
CASH_OUT,350131.5,0.0,0.0,434169.66,784301.1,18,0
PAYMENT,5095.5,13182.0,8086.5,0.0,0.0,21,0
CASH_OUT,148871.5,12441.0,0.0,0.0,148871.5,17,0
CASH_IN,90747.53,244682.69,335430.2,229048.94,138301.4,20,0
CASH_OUT,182815.94,163642.0,0.0,0.0,182815.94,18,0
CASH_IN,39857.68,79893.0,119750.68,723829.5,683971.8,11,0
PAYMENT,11109.23,105713.0,94603.77,0.0,0.0,15,0
CASH_OUT,227055.88,194985.78,0.0,710373.2,971432.0,20,0
CASH_IN,86587.68,4409349.0,4495937.0,3360202.0,3273614.5,14,0
TRANSFER,3345163.5,430239.0,0.0,2205683.0,5550846.5,12,0
CASH_IN,518758.88,2421919.8,2940678.5,1965697.1,1446938.2,14,0
CASH_IN,218365.1,398471.0,616836.1,3540756.8,3322391.8,20,0
CASH_OUT,91720.96,0.0,0.0,1802450.4,1894171.4,9,0
CASH_IN,381150.94,4759402.0,5140553.0,3921252.2,3540101.5,16,0
CASH_IN,69350.43,2547474.2,2616824.8,136996.72,67646.29,17,0
CASH_OUT,15841.77,0.0,0.0,912572.5,928414.25,14,0
CASH_IN,124472.89,40258.0,164730.89,805874.8,681401.94,12,0
CASH_IN,187745.44,104561.0,292306.44,335666.44,147921.02,17,0
TRANSFER,673291.94,0.0,0.0,1023998.44,1697290.4,21,0
PAYMENT,13552.67,0.0,0.0,0.0,0.0,18,0
TRANSFER,877978.5,0.0,0.0,23186134.0,24064112.0,18,0
TRANSFER,713603.75,469003.12,0.0,959247.25,1672851.0,12,0
CASH_OUT,168770.25,0.0,0.0,3285370.2,3454140.5,11,0
PAYMENT,8011.39,0.0,0.0,0.0,0.0,9,0
TRANSFER,1779289.9,9391.0,0.0,0.0,1779289.9,10,0
CASH_OUT,109587.42,0.0,0.0,841723.3,951310.75,18,0
PAYMENT,14684.2,11969.0,0.0,0.0,0.0,18,0
CASH_OUT,219058.12,0.0,0.0,1280929.2,1499987.4,12,0
CASH_OUT,162340.34,0.0,0.0,2559615.2,2721955.5,17,0
CASH_OUT,173955.52,304102.0,130146.48,0.0,173955.52,9,0
CASH_IN,120744.83,2839978.5,2960723.2,1709286.5,1588541.6,20,0
TRANSFER,954295.75,0.0,0.0,13754098.0,14708393.0,20,0
PAYMENT,2379.02,0.0,0.0,0.0,0.0,17,0
